doc_id,domain,char_length,word_count,sentence_count,title_length,title,entity_count,relation_count
Economy_10,Unknown,0,0,0,29,Primary_sector_of_the_economy,27,15
Economy_11,Unknown,0,0,0,17,Registered_office,10,10
Economy_12,Unknown,0,0,0,17,Sabbath_economics,9,11
Economy_13,Unknown,0,0,0,12,Silent_trade,25,10
Engineering_1,Unknown,0,0,0,18,Amasa_Stone_Bishop,36,26
Engineering_0,Unknown,0,0,0,7,ARP4761,15,14
Engineering_2,Unknown,0,0,0,17,Bug_(engineering),27,4
Engineering_3,Unknown,0,0,0,19,Gravimetric_blender,13,13
Engineering_4,Unknown,0,0,0,24,Engineering_technologist,10,5
Engineering_5,Unknown,0,0,0,22,History_of_engineering,82,21
Engineering_6,Unknown,0,0,0,53,History_of_women_in_engineering_in_the_United_Kingdom,83,28
Engineering_7,Unknown,0,0,0,28,Mineral_Products_Association,20,17
Engineering_8,Unknown,0,0,0,33,Pressure_Equipment_Directive_(EU),8,5
Engineering_9,Unknown,0,0,0,15,Resilience_week,17,16
Engineering_10,Unknown,0,0,0,33,Social_construction_of_technology,20,13
Engineering_11,Unknown,0,0,0,55,"Tests_of_Engineering_Aptitude,_Mathematics,_and_Science",14,11
Engineering_12,Unknown,0,0,0,31,Washington_Accord_(credentials),5,30
Food_and_drink_0,Unknown,0,0,0,7,Custard,8,9
Food_and_drink_1,Unknown,0,0,0,23,Dairy_in_the_New_Garden,16,17
Food_and_drink_2,Unknown,0,0,0,8,Drinking,9,5
Food_and_drink_3,Unknown,0,0,0,10,Energy_gel,10,10
Food_and_drink_4,Unknown,0,0,0,16,Food_engineering,41,43
Food_and_drink_5,Unknown,0,0,0,9,Irreechaa,28,27
Food_and_drink_6,Unknown,0,0,0,6,Liquor,11,10
Food_and_drink_7,Unknown,0,0,0,21,Night_of_the_Radishes,24,19
Food_and_drink_8,Unknown,0,0,0,10,Pagophagia,18,17
Food_and_drink_9,Unknown,0,0,0,28,Wilderness-acquired_diarrhea,12,7
Geography_0,Unknown,0,0,0,11,Age_of_Sail,62,33
Geography_1,Unknown,0,0,0,20,Churbaierische_Atlas,14,10
Geography_2,Unknown,0,0,0,24,Five_themes_of_geography,8,3
Geography_3,Unknown,0,0,0,28,Four_traditions_of_geography,15,7
Geography_4,Unknown,0,0,0,13,Geography_Cup,43,23
Geography_5,Unknown,0,0,0,20,Jebel_Akhdar_(Libya),33,20
Geography_6,Unknown,0,0,0,12,Land_systems,7,4
Geography_7,Unknown,0,0,0,28,Rosgen_Stream_Classification,6,6
Health_0,Unknown,0,0,0,32,Anxiety_buffer_disruption_theory,11,7
Health_1,Unknown,0,0,0,28,Bioenvironmental_Engineering,98,73
Health_2,Unknown,0,0,0,42,Homeschooling_during_the_COVID-19_pandemic,23,13
Health_3,Unknown,0,0,0,8,Kate_Rew,32,18
Health_4,Unknown,0,0,0,18,Open-air_treatment,7,8
Health_5,Unknown,0,0,0,27,Patient_management_software,10,9
Health_6,Unknown,0,0,0,28,Smell_as_evidence_of_disease,39,28
Health_7,Unknown,0,0,0,23,Value-based_health_care,11,14
History_0,Unknown,0,0,0,17,Archival_research,35,7
History_1,Unknown,0,0,0,9,Cosmogony,40,17
History_2,Unknown,0,0,0,16,Cultural_history,31,23
History_3,Unknown,0,0,0,21,Dawid_Moryc_Apfelbaum,39,15
History_4,Unknown,0,0,0,21,History_of_Tat_people,8,32
History_5,Unknown,0,0,0,26,Hugh_Llewellyn_Keenleyside,34,19
History_6,Unknown,0,0,0,45,International_Students_of_History_Association,74,32
History_7,Unknown,0,0,0,41,List_of_preserved_historic_blast_furnaces,13,12
History_8,Unknown,0,0,0,20,National_History_Day,26,9
History_9,Unknown,0,0,0,42,North_American_Society_for_Oceanic_History,26,23
Humanities_0,Unknown,0,0,0,15,Bells_on_Sunday,11,5
Humanities_1,Unknown,0,0,0,11,Book_desert,14,7
Humanities_2,Unknown,0,0,0,10,Cretan_Lie,16,17
Humanities_3,Unknown,0,0,0,24,Development_anthropology,18,12
Humanities_4,Unknown,0,0,0,29,Digital_Humanities_conference,10,8
Humanities_5,Unknown,0,0,0,10,Eskimology,8,20
Humanities_7,Unknown,0,0,0,19,Gender_and_politics,18,11
Humanities_6,Unknown,0,0,0,24,GLAM_(cultural_heritage),19,15
Humanities_8,Unknown,0,0,0,14,Nature_writing,36,35
Humanities_9,Unknown,0,0,0,15,Social_practice,14,10
Humanities_10,Unknown,0,0,0,29,Uncertainty_management_theory,12,7
Information_0,Unknown,0,0,0,22,Adversarial_stylometry,18,4
Information_1,Unknown,0,0,0,37,Animal_rights_by_country_or_territory,61,14
Information_2,Unknown,0,0,0,18,Belgrade_IT_sector,34,22
Information_3,Unknown,0,0,0,13,Coinmarketcap,20,11
Information_4,Unknown,0,0,0,5,E-GMS,25,9
Information_5,Unknown,0,0,0,10,Fact_sheet,7,4
Information_6,Unknown,0,0,0,19,Geospatial_topology,16,6
Information_7,Unknown,0,0,0,11,Ghost_shoes,46,25
Information_8,Unknown,0,0,0,37,Information_Centre_on_NATO_in_Armenia,15,11
Information_9,Unknown,0,0,0,8,Othernet,36,27
Information_10,Unknown,0,0,0,9,Tip_sheet,30,14
Information_12,Unknown,0,0,0,17,Virtual_data_room,18,12
Information_11,Unknown,0,0,0,24,White_House_visitor_logs,22,13
Knowledge_0,Unknown,0,0,0,30,Cognitive_closure_(philosophy),18,8
Knowledge_1,Unknown,0,0,0,20,Community_of_inquiry,16,7
Knowledge_2,Unknown,0,0,0,41,Consumerization_of_information_technology,17,18
Knowledge_3,Unknown,0,0,0,11,Ed_Goodgold,14,13
Knowledge_4,Unknown,0,0,0,23,Electronic_lab_notebook,24,5
Knowledge_5,Unknown,0,0,0,8,Episteme,15,12
Knowledge_6,Unknown,0,0,0,27,Free-floating_intellectuals,11,10
Knowledge_7,Unknown,0,0,0,43,Hermathena_(composite_of_Hermes_and_Athena),18,18
Knowledge_8,Unknown,0,0,0,6,Hikmah,20,17
Knowledge_9,Unknown,0,0,0,31,Intellectual_capital_management,9,8
Knowledge_11,Unknown,0,0,0,16,Knowledge_broker,11,10
Knowledge_10,Unknown,0,0,0,24,Knowledge_Economic_Index,15,14
Knowledge_12,Unknown,0,0,0,15,Leisure_studies,8,3
Knowledge_13,Unknown,0,0,0,19,Relative_age_effect,114,82
Knowledge_14,Unknown,0,0,0,22,Social_work_management,12,9
Knowledge_15,Unknown,0,0,0,25,Social–emotional_learning,16,9
Language_0,Unknown,0,0,0,9,Agbirigba,11,7
Language_1,Unknown,0,0,0,10,Balaibalan,14,8
Language_2,Unknown,0,0,0,10,Bot_Colony,52,17
Language_3,Unknown,0,0,0,23,Chinese_Poetry_Congress,19,16
Language_4,Unknown,0,0,0,20,Comparative_Semitics,5,5
Language_5,Unknown,0,0,0,51,Directorate_of_Language_Planning_and_Implementation,37,12
Language_6,Unknown,0,0,0,19,Linguistic_distance,22,18
Language_7,Unknown,0,0,0,6,Patter,6,10
Language_8,Unknown,0,0,0,22,Radical_interpretation,8,6
Language_9,Unknown,0,0,0,12,Unicode_font,15,13
Law_0,Unknown,0,0,0,17,Carceral_feminism,26,18
Law_1,Unknown,0,0,0,26,Continuing_legal_education,53,50
Law_2,Unknown,0,0,0,25,European_Judicial_Network,19,9
Law_3,Unknown,0,0,0,17,Judicial_populism,7,7
Law_4,Unknown,0,0,0,10,Law_French,54,30
Law_5,Unknown,0,0,0,10,Legal_risk,7,4
Law_6,Unknown,0,0,0,36,Legal_status_of_psilocybin_mushrooms,35,35
Law_7,Unknown,0,0,0,33,New_York_Anti-Secession_Ordinance,27,22
Law_8,Unknown,0,0,0,36,The_Justice_of_Trajan_and_Herkinbald,22,9
Law_9,Unknown,0,0,0,11,Trigger_law,27,32
Life_0,Unknown,0,0,0,16,Anthropopithecus,34,13
Life_1,Unknown,0,0,0,16,Formose_reaction,22,6
Life_2,Unknown,0,0,0,16,Incorruptibility,19,12
Life_3,Unknown,0,0,0,35,Infections_associated_with_diseases,27,7
Life_4,Unknown,0,0,0,6,Nanobe,12,11
Life_5,Unknown,0,0,0,17,Non-cellular_life,8,8
Life_6,Unknown,0,0,0,8,Organism,10,10
Life_7,Unknown,0,0,0,16,Oxygen_evolution,27,8
Life_8,Unknown,0,0,0,14,Pioneer_plaque,44,52
Life_9,Unknown,0,0,0,17,Survivorship_bias,12,12
Life_10,Unknown,0,0,0,22,Tree_of_life_(biology),32,23
Mathematics_0,Unknown,0,0,0,15,Akira_Yoshizawa,30,15
Mathematics_1,Unknown,0,0,0,21,Ethics_in_mathematics,7,5
Mathematics_2,Unknown,0,0,0,25,George_Gheverghese_Joseph,8,6
Mathematics_3,Unknown,0,0,0,20,Mathematical_diagram,19,12
Mathematics_4,Unknown,0,0,0,13,Mathematician,35,12
Military_0,Unknown,0,0,0,4,Army,5,5
Military_1,Unknown,0,0,0,48,Conduct_prejudicial_to_good_order_and_discipline,23,21
Military_2,Unknown,0,0,0,11,Disarmament,21,7
Military_3,Unknown,0,0,0,15,History_Channel,15,12
Military_4,Unknown,0,0,0,47,Impact_of_the_COVID-19_pandemic_on_the_military,21,11
Military_5,Unknown,0,0,0,14,Justus_Lipsius,65,27
Military_6,Unknown,0,0,0,30,Military–entertainment_complex,25,20
Military_7,Unknown,0,0,0,14,Railway_troops,19,7
Military_8,Unknown,0,0,0,24,Training_Within_Industry,19,25
Nature_0,Unknown,0,0,0,10,Bast_fibre,31,29
Nature_1,Unknown,0,0,0,13,Dicerandrol_C,7,9
Nature_2,Unknown,0,0,0,11,Green_flash,22,36
Nature_3,Unknown,0,0,0,8,Homeosis,14,12
Nature_4,Unknown,0,0,0,18,Jaramillo_reversal,7,4
Nature_5,Unknown,0,0,0,14,Lofoten_Vortex,14,11
Nature_6,Unknown,0,0,0,6,Mfinda,26,19
Nature_7,Unknown,0,0,0,20,Rangeland_management,42,33
Nature_8,Unknown,0,0,0,12,Swamp_Legend,43,11
People_0,Unknown,0,0,0,43,Bibliography_of_Abul_Hasan_Ali_Hasani_Nadwi,4,5
People_1,Unknown,0,0,0,35,Coat_of_arms_of_the_Prince_of_Wales,28,13
People_2,Unknown,0,0,0,18,Dilorom_Yuldosheva,7,7
People_3,Unknown,0,0,0,12,Favorite_son,6,4
People_4,Unknown,0,0,0,12,Grammar_Nazi,9,10
People_5,Unknown,0,0,0,12,Jesús_García,11,9
People_6,Unknown,0,0,0,25,Master–slave_(technology),18,9
People_7,Unknown,0,0,0,6,People,16,6
People_8,Unknown,0,0,0,6,Person,5,6
People_9,Unknown,0,0,0,50,Section_Eleven_of_the_Constitution_of_South_Africa,18,7
Philosophy_0,Unknown,0,0,0,28,Cryptoterrestrial_hypothesis,42,26
Philosophy_1,Unknown,0,0,0,12,Harald_Lesch,30,27
Philosophy_2,Unknown,0,0,0,19,John_Locke_Lectures,9,9
Philosophy_3,Unknown,0,0,0,15,Karen_Detlefsen,14,12
Philosophy_4,Unknown,0,0,0,13,Naive_realism,49,35
Philosophy_5,Unknown,0,0,0,10,Philosophy,10,23
Philosophy_6,Unknown,0,0,0,23,Virtuality_(philosophy),14,10
Religion_0,Unknown,0,0,0,30,Christianity_and_animal_rights,20,10
Religion_1,Unknown,0,0,0,19,Counter-apologetics,15,11
Religion_2,Unknown,0,0,0,6,El_Tío,7,6
Religion_3,Unknown,0,0,0,21,Flushing_Remonstrance,48,14
Religion_4,Unknown,0,0,0,15,Gaia_philosophy,46,42
Religion_5,Unknown,0,0,0,14,Joshua_Project,30,6
Religion_6,Unknown,0,0,0,17,Religion_in_space,66,21
Religion_7,Unknown,0,0,0,18,Religious_identity,11,8
Religion_8,Unknown,0,0,0,26,Ritual_behavior_in_animals,23,14
Religion_9,Unknown,0,0,0,15,Siladhara_Order,14,13
Science_0,Unknown,0,0,0,9,AllTrials,51,28
Science_1,Unknown,0,0,0,39,Classification_of_the_sciences_(Peirce),24,12
Science_2,Unknown,0,0,0,30,Geographic_information_science,28,13
Science_3,Unknown,0,0,0,53,Life-cycle_greenhouse_gas_emissions_of_energy_sources,57,26
Science_4,Unknown,0,0,0,21,Open-notebook_science,6,9
Science_5,Unknown,0,0,0,36,Roatan_Institute_for_Marine_Sciences,17,18
Science_6,Unknown,0,0,0,24,Science_in_Action_(book),17,8
Science_7,Unknown,0,0,0,9,Scientist,34,29
Science_8,Unknown,0,0,0,17,Sonnet_to_Science,10,9
Sports_0,Unknown,0,0,0,27,2024_Orienteering_World_Cup,20,18
Sports_1,Unknown,0,0,0,10,Blood_rule,4,4
Sports_2,Unknown,0,0,0,31,Combined_track_and_field_events,10,8
Sports_3,Unknown,0,0,0,16,Ground_billiards,70,43
Sports_4,Unknown,0,0,0,18,Lamex_Omara_Apitta,9,8
Sports_5,Unknown,0,0,0,21,Revival_(sports_team),16,13
Sports_6,Unknown,0,0,0,16,Sporting_colours,3,2
Sports_7,Unknown,0,0,0,44,The_Foundation_for_Global_Sports_Development,36,11
Sports_8,Unknown,0,0,0,19,The_Sporting_Spirit,33,24
Technology_0,Unknown,0,0,0,19,Creative_technology,62,17
Technology_1,Unknown,0,0,0,19,Developer_relations,23,19
Technology_2,Unknown,0,0,0,10,Food_model,21,9
Technology_3,Unknown,0,0,0,9,Geomatics,30,9
Technology_4,Unknown,0,0,0,39,History_of_timekeeping_devices_in_Egypt,11,5
Technology_5,Unknown,0,0,0,11,Wei-Ying_Ma,67,12
Universe_0,Unknown,0,0,0,9,Cosmology,101,57
Universe_1,Unknown,0,0,0,12,Global_brain,55,36
Universe_4,Unknown,0,0,0,8,Hardness,32,18
Universe_2,Unknown,0,0,0,27,International_communication,32,15
Universe_3,Unknown,0,0,0,15,Negative_energy,33,12
