doc_id,domain,char_length,word_count,sentence_count,title_length,title,entity_count,relation_count
Food_and_drink_8,Unknown,0,0,0,10,Pagophagia,62,54
Food_and_drink_9,Unknown,0,0,0,28,Wilderness-acquired_diarrhea,36,28
Geography_0,Unknown,0,0,0,11,Age_of_Sail,87,72
Geography_1,Unknown,0,0,0,20,Churbaierische_Atlas,41,29
Geography_2,Unknown,0,0,0,24,Five_themes_of_geography,42,37
Geography_3,Unknown,0,0,0,28,Four_traditions_of_geography,21,30
Geography_4,Unknown,0,0,0,13,Geography_Cup,64,41
Geography_5,Unknown,0,0,0,20,Jebel_Akhdar_(Libya),47,33
Geography_6,Unknown,0,0,0,12,Land_systems,25,17
Geography_7,Unknown,0,0,0,28,Rosgen_Stream_Classification,38,21
Health_0,Unknown,0,0,0,32,Anxiety_buffer_disruption_theory,26,24
Health_1,Unknown,0,0,0,28,Bioenvironmental_Engineering,125,103
Health_2,Unknown,0,0,0,42,Homeschooling_during_the_COVID-19_pandemic,56,40
Health_3,Unknown,0,0,0,8,Kate_Rew,52,52
Health_4,Unknown,0,0,0,18,Open-air_treatment,15,27
Health_5,Unknown,0,0,0,27,Patient_management_software,34,31
Health_6,Unknown,0,0,0,28,Smell_as_evidence_of_disease,79,70
Health_7,Unknown,0,0,0,23,Value-based_health_care,29,29
History_0,Unknown,0,0,0,17,Archival_research,80,33
History_1,Unknown,0,0,0,9,Cosmogony,62,44
History_2,Unknown,0,0,0,16,Cultural_history,45,54
History_3,Unknown,0,0,0,21,Dawid_Moryc_Apfelbaum,52,34
History_4,Unknown,0,0,0,21,History_of_Tat_people,67,82
History_5,Unknown,0,0,0,26,Hugh_Llewellyn_Keenleyside,63,54
History_6,Unknown,0,0,0,45,International_Students_of_History_Association,102,69
History_7,Unknown,0,0,0,41,List_of_preserved_historic_blast_furnaces,32,30
History_8,Unknown,0,0,0,20,National_History_Day,62,47
History_9,Unknown,0,0,0,42,North_American_Society_for_Oceanic_History,37,57
Humanities_0,Unknown,0,0,0,15,Bells_on_Sunday,17,17
Humanities_1,Unknown,0,0,0,11,Book_desert,34,30
Humanities_2,Unknown,0,0,0,10,Cretan_Lie,28,35
Humanities_3,Unknown,0,0,0,24,Development_anthropology,43,31
Humanities_4,Unknown,0,0,0,29,Digital_Humanities_conference,22,23
Humanities_5,Unknown,0,0,0,10,Eskimology,47,45
Humanities_7,Unknown,0,0,0,19,Gender_and_politics,35,36
Humanities_6,Unknown,0,0,0,24,GLAM_(cultural_heritage),52,39
Humanities_8,Unknown,0,0,0,14,Nature_writing,85,55
Humanities_9,Unknown,0,0,0,15,Social_practice,25,24
Humanities_10,Unknown,0,0,0,29,Uncertainty_management_theory,28,20
Information_0,Unknown,0,0,0,22,Adversarial_stylometry,45,28
Information_1,Unknown,0,0,0,37,Animal_rights_by_country_or_territory,68,32
Information_2,Unknown,0,0,0,18,Belgrade_IT_sector,48,44
Information_3,Unknown,0,0,0,13,Coinmarketcap,33,19
Information_4,Unknown,0,0,0,5,E-GMS,38,21
Information_5,Unknown,0,0,0,10,Fact_sheet,15,14
Information_6,Unknown,0,0,0,19,Geospatial_topology,49,23
Information_7,Unknown,0,0,0,11,Ghost_shoes,74,58
Information_8,Unknown,0,0,0,37,Information_Centre_on_NATO_in_Armenia,23,26
Information_9,Unknown,0,0,0,8,Othernet,63,44
Information_10,Unknown,0,0,0,9,Tip_sheet,37,40
Information_12,Unknown,0,0,0,17,Virtual_data_room,69,41
Information_11,Unknown,0,0,0,24,White_House_visitor_logs,38,44
Knowledge_0,Unknown,0,0,0,30,Cognitive_closure_(philosophy),25,19
Knowledge_1,Unknown,0,0,0,20,Community_of_inquiry,22,28
Knowledge_2,Unknown,0,0,0,41,Consumerization_of_information_technology,54,50
Knowledge_3,Unknown,0,0,0,11,Ed_Goodgold,34,32
Knowledge_4,Unknown,0,0,0,23,Electronic_lab_notebook,77,50
Knowledge_5,Unknown,0,0,0,8,Episteme,27,23
Knowledge_6,Unknown,0,0,0,27,Free-floating_intellectuals,23,24
Knowledge_7,Unknown,0,0,0,43,Hermathena_(composite_of_Hermes_and_Athena),34,52
Knowledge_8,Unknown,0,0,0,6,Hikmah,34,47
Knowledge_9,Unknown,0,0,0,31,Intellectual_capital_management,27,21
Knowledge_11,Unknown,0,0,0,16,Knowledge_broker,25,34
Knowledge_10,Unknown,0,0,0,24,Knowledge_Economic_Index,28,29
Knowledge_12,Unknown,0,0,0,15,Leisure_studies,40,25
Knowledge_13,Unknown,0,0,0,19,Relative_age_effect,138,110
Knowledge_14,Unknown,0,0,0,22,Social_work_management,73,43
Knowledge_15,Unknown,0,0,0,25,Social–emotional_learning,32,30
Language_0,Unknown,0,0,0,9,Agbirigba,16,16
Language_1,Unknown,0,0,0,10,Balaibalan,28,34
Language_2,Unknown,0,0,0,10,Bot_Colony,56,36
Language_3,Unknown,0,0,0,23,Chinese_Poetry_Congress,33,40
Language_4,Unknown,0,0,0,20,Comparative_Semitics,43,27
Language_5,Unknown,0,0,0,51,Directorate_of_Language_Planning_and_Implementation,56,47
Language_6,Unknown,0,0,0,19,Linguistic_distance,48,53
Language_7,Unknown,0,0,0,6,Patter,37,32
Language_8,Unknown,0,0,0,22,Radical_interpretation,22,21
Language_9,Unknown,0,0,0,12,Unicode_font,36,36
Law_0,Unknown,0,0,0,17,Carceral_feminism,70,58
Law_1,Unknown,0,0,0,26,Continuing_legal_education,84,75
Law_2,Unknown,0,0,0,25,European_Judicial_Network,31,24
Law_3,Unknown,0,0,0,17,Judicial_populism,22,22
Law_4,Unknown,0,0,0,10,Law_French,64,50
Law_5,Unknown,0,0,0,10,Legal_risk,17,15
Law_6,Unknown,0,0,0,36,Legal_status_of_psilocybin_mushrooms,54,70
Law_7,Unknown,0,0,0,33,New_York_Anti-Secession_Ordinance,63,54
Law_8,Unknown,0,0,0,36,The_Justice_of_Trajan_and_Herkinbald,48,33
Law_9,Unknown,0,0,0,11,Trigger_law,59,77
Life_0,Unknown,0,0,0,16,Anthropopithecus,67,49
Life_1,Unknown,0,0,0,16,Formose_reaction,47,42
Life_2,Unknown,0,0,0,16,Incorruptibility,33,33
Life_3,Unknown,0,0,0,35,Infections_associated_with_diseases,36,26
Life_4,Unknown,0,0,0,6,Nanobe,24,29
Life_5,Unknown,0,0,0,17,Non-cellular_life,48,29
Life_6,Unknown,0,0,0,8,Organism,44,53
Life_7,Unknown,0,0,0,16,Oxygen_evolution,65,36
Life_8,Unknown,0,0,0,14,Pioneer_plaque,58,66
Life_9,Unknown,0,0,0,17,Survivorship_bias,29,27
Life_10,Unknown,0,0,0,22,Tree_of_life_(biology),46,52
Mathematics_0,Unknown,0,0,0,15,Akira_Yoshizawa,48,34
Mathematics_1,Unknown,0,0,0,21,Ethics_in_mathematics,22,19
Mathematics_2,Unknown,0,0,0,25,George_Gheverghese_Joseph,31,29
Mathematics_3,Unknown,0,0,0,20,Mathematical_diagram,45,28
Mathematics_4,Unknown,0,0,0,13,Mathematician,57,43
Military_0,Unknown,0,0,0,4,Army,32,24
Military_1,Unknown,0,0,0,48,Conduct_prejudicial_to_good_order_and_discipline,45,38
Military_2,Unknown,0,0,0,11,Disarmament,48,39
Military_3,Unknown,0,0,0,15,History_Channel,19,35
Military_4,Unknown,0,0,0,47,Impact_of_the_COVID-19_pandemic_on_the_military,55,53
Military_5,Unknown,0,0,0,14,Justus_Lipsius,92,64
Military_6,Unknown,0,0,0,30,Military–entertainment_complex,38,48
Military_7,Unknown,0,0,0,14,Railway_troops,43,42
Military_8,Unknown,0,0,0,24,Training_Within_Industry,51,70
Nature_0,Unknown,0,0,0,10,Bast_fibre,63,72
Nature_1,Unknown,0,0,0,13,Dicerandrol_C,18,22
Nature_2,Unknown,0,0,0,11,Green_flash,45,70
Nature_3,Unknown,0,0,0,8,Homeosis,32,33
Nature_4,Unknown,0,0,0,18,Jaramillo_reversal,17,10
Nature_5,Unknown,0,0,0,14,Lofoten_Vortex,43,54
Nature_6,Unknown,0,0,0,6,Mfinda,52,41
Nature_7,Unknown,0,0,0,20,Rangeland_management,63,78
Nature_8,Unknown,0,0,0,12,Swamp_Legend,66,31
People_0,Unknown,0,0,0,43,Bibliography_of_Abul_Hasan_Ali_Hasani_Nadwi,12,17
People_1,Unknown,0,0,0,35,Coat_of_arms_of_the_Prince_of_Wales,45,42
People_2,Unknown,0,0,0,18,Dilorom_Yuldosheva,16,19
People_3,Unknown,0,0,0,12,Favorite_son,12,14
People_4,Unknown,0,0,0,12,Grammar_Nazi,29,28
People_5,Unknown,0,0,0,12,Jesús_García,20,28
People_6,Unknown,0,0,0,25,Master–slave_(technology),56,27
People_7,Unknown,0,0,0,6,People,39,34
People_8,Unknown,0,0,0,6,Person,48,39
People_9,Unknown,0,0,0,50,Section_Eleven_of_the_Constitution_of_South_Africa,46,32
Philosophy_0,Unknown,0,0,0,28,Cryptoterrestrial_hypothesis,70,51
Philosophy_1,Unknown,0,0,0,12,Harald_Lesch,69,47
Philosophy_2,Unknown,0,0,0,19,John_Locke_Lectures,18,23
Philosophy_3,Unknown,0,0,0,15,Karen_Detlefsen,22,18
Philosophy_4,Unknown,0,0,0,13,Naive_realism,49,54
Philosophy_5,Unknown,0,0,0,10,Philosophy,40,42
Philosophy_6,Unknown,0,0,0,23,Virtuality_(philosophy),20,17
Religion_0,Unknown,0,0,0,30,Christianity_and_animal_rights,30,25
Religion_1,Unknown,0,0,0,19,Counter-apologetics,25,26
Religion_2,Unknown,0,0,0,6,El_Tío,15,20
Religion_3,Unknown,0,0,0,21,Flushing_Remonstrance,69,50
Religion_4,Unknown,0,0,0,15,Gaia_philosophy,72,69
Religion_5,Unknown,0,0,0,14,Joshua_Project,47,27
Religion_6,Unknown,0,0,0,17,Religion_in_space,121,69
Religion_7,Unknown,0,0,0,18,Religious_identity,27,26
Religion_8,Unknown,0,0,0,26,Ritual_behavior_in_animals,41,39
Religion_9,Unknown,0,0,0,15,Siladhara_Order,46,38
Science_0,Unknown,0,0,0,9,AllTrials,74,53
Science_1,Unknown,0,0,0,39,Classification_of_the_sciences_(Peirce),67,54
Science_2,Unknown,0,0,0,30,Geographic_information_science,60,52
Science_3,Unknown,0,0,0,53,Life-cycle_greenhouse_gas_emissions_of_energy_sources,96,60
Science_4,Unknown,0,0,0,21,Open-notebook_science,30,31
Science_5,Unknown,0,0,0,36,Roatan_Institute_for_Marine_Sciences,35,35
Science_6,Unknown,0,0,0,24,Science_in_Action_(book),26,26
Science_7,Unknown,0,0,0,9,Scientist,82,108
Science_8,Unknown,0,0,0,17,Sonnet_to_Science,15,19
Sports_0,Unknown,0,0,0,27,2024_Orienteering_World_Cup,32,41
Sports_1,Unknown,0,0,0,10,Blood_rule,13,15
Sports_2,Unknown,0,0,0,31,Combined_track_and_field_events,36,29
Sports_3,Unknown,0,0,0,16,Ground_billiards,97,89
Sports_4,Unknown,0,0,0,18,Lamex_Omara_Apitta,20,23
Sports_5,Unknown,0,0,0,21,Revival_(sports_team),54,34
Sports_6,Unknown,0,0,0,16,Sporting_colours,28,21
Sports_7,Unknown,0,0,0,44,The_Foundation_for_Global_Sports_Development,49,39
Sports_8,Unknown,0,0,0,19,The_Sporting_Spirit,55,57
Technology_0,Unknown,0,0,0,19,Creative_technology,90,57
Technology_1,Unknown,0,0,0,19,Developer_relations,46,68
Technology_2,Unknown,0,0,0,10,Food_model,39,39
Technology_3,Unknown,0,0,0,9,Geomatics,69,42
Technology_4,Unknown,0,0,0,39,History_of_timekeeping_devices_in_Egypt,23,22
Technology_5,Unknown,0,0,0,11,Wei-Ying_Ma,97,63
Universe_0,Unknown,0,0,0,9,Cosmology,127,95
Universe_1,Unknown,0,0,0,12,Global_brain,65,69
Universe_4,Unknown,0,0,0,8,Hardness,79,47
Universe_2,Unknown,0,0,0,27,International_communication,64,41
Universe_3,Unknown,0,0,0,15,Negative_energy,65,49
